qna_no,q_title,q_content,a_content,q_date,manager,a_date
1592,04소 5040 차량 구매문의,"안녕하세요?
제네시스  G80  3.8  프레스티지 (04소 5040) 차량 관심있는데 
실차량 직접 한번 보고  구매하고 싶습니다. 만일 구매하게 된다면
지금 타는 차량  그랜저TG  Q270  스마트팩  08년식 151,000KM
대차하고  추가금 현금으로 전액완납 구매 예정인데요.. 혹시 차량금액 3,599만원에서  조금 네고 가능하실까요^^?
시간 편하실때 연락 부탁드립니다 .. 010-7310-8588","<p>안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 상세한 상담을 위해 차량 담당매니저에게 전달하였습니다.&nbsp;</p><p>방문하시어 차량 확인하실 수 있도록 매니저가 연락드리겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 3:43:13,hanmh1028,오전 9:32:50
1565,차량구매할때 어떤식으로 진행되는지,대출 할부식으로 신한카드 쪽으로 알아봤는데 가능한지 궁금하구요  구매 조건이나 이런게 필요한지도 궁금합니다.,"<p>안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 상세한 안내를 위해 차량 담당매니저에게 전달하였습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 12:33:49,hanmh1028,오후 1:22:13
1561,테스트문의,테스트문의,<p>테스트답변</p>,오전 11:29:57,hanmh1028,오후 1:06:44
1560,계약금 10만원,"취소 했는데 언제쯤 들어올까요?  환불계좌정보는 이미 적어놨었어요
3333071726192 카카오뱅크 김연지","<p>안녕하세요 고객님.</p><p>오토플러스 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 담당자를 통해 확인 중에 있으며, 처리 완료시 다시 한 번 문자 안내드리겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오전 11:29:36,hanmh1028,오후 1:03:18
1556,아반떼AD1.6GDi스마트,"33호0304차량랜트12개월가능한지요?
가능시 베터리교환과소모품등엔진오일교한은언제인지확인부탁합니다.",<p>안녕하세요 고객님.</p><p>문의주신 내용은 담당부서로 전달하여 상세하게 안내드리도록 하겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>,오후 4:18:52,hanmh1028,오후 4:59:09
1546,안녕하세요~,"안녕하세요
혹시 옥션이벤트들은 이제  끝인건가요~~??","<p>안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 문자를 통해 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 12:58:43,hanmh1028,오후 1:18:04
1540,문의,할부문의드립니다,<p>안녕하세요 고객님.</p><p>문의주신 내용은 상세한 상담을 위해 차량 담당매니저에게 전달하였습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>,오후 11:43:55,hanmh1028,오전 9:46:52
1532,렌트 문의드립니다.,그랜저 ig 3.0 익스클루시브 스페셜 차량에 관심이 있어 문의드립니다.,<p>안녕하세요 고객님.</p><p>문의주신 내용은 상세한 상담을 위해 차량 담당매니저에게 전달하였습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>,오전 8:55:52,hanmh1028,오전 9:19:23
1520,구매가격 변동,구매가격 변동 없나요?,"<p>안녕하세요 고객님,</p><p>문의주신 내용은 문자를 통해 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p><p><br></p>",오후 8:30:14,hanmh1028,오전 9:13:41
1519,쏘렌토 하이브리드 문의,"쏘렌토 하브 구하고 싶은데 찾기 힘드네요.
물량이 나오면 알려주실수 있는지요?

하이브리드 6인승 2WD 노블레스로 구하고 있어요.","<p>안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 문자로 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오전 9:45:41,hanmh1028,오전 9:19:57
1504,렌터카문의테스트,장기렌트,<p>완료</p>,오전 10:11:18,hanmh1028,오전 10:16:45
1492,"렌트,리스문의","렌트,리스 자격조건 문의",<p>안녕하세요 고객님.&nbsp;</p><p>문의주신 내용은 상세한 상담을 위해 차량 담당매니저에게 전달하였습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>,오후 7:51:33,hanmh1028,오전 10:06:14
1466,케어서비스 신청하고 싶은데,"어떻게 해야하나요!?
오일교체 문의 드립니다","<p>안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>찾아가는 케어서비스 담당자에게 해당 내용 전달하였으며, 고객님 일정 맞추어 방문드리도록 하겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오전 8:32:59,hanmh1028,오전 10:08:04
1465,이 차량 구매 희망합니다,"그랜저HG
HG 240 모던
2015년 10월식 115,403km 가솔린 무사고
1,050만원 

이 차량 구매하고픈데
1. 업체 위치
2. 신한카드 가능여부
3. 온라인 주문 가능여부
궁금합니다",<p>안녕하세요 고객님-</p><p>문의주신 내용은 상세하게 상담받으실 수 있도록 해당 차량 담당지점 매니저에게 전달하였습니다.&nbsp;</p><p>감사합니다.&nbsp;</p><p><br></p>,오전 9:55:05,hanmh1028,오전 11:38:00
1460,더 넥스트 스파크 LTZ 차량 문의,"2017년 2월 43,871키로라 써있는데
상세 내용엔 86,358 키로대로 나왔습니다.
어떤게 맞는 내용인지요?","<p>안녕하세요 고객님,&nbsp;</p><p>문의주신 내용은 카카오톡 상담을 통해 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 3:53:33,hanmh1028,오후 4:28:13
1444,380로5146 소나타,위에 언급드린 물건 계약 완료된건가요??~,"<p style=""letter-spacing: normal;"">안녕하세요 고객님.</p><p style=""letter-spacing: normal;"">문의주신 내용은 카카오톡 상담을 통해 안내드렸습니다.&nbsp;</p><p style=""letter-spacing: normal;"">감사합니다.&nbsp;</p>",오전 10:24:09,hanmh1028,오전 9:31:11
1443,380로5146  문의,해당 차량 소나타.. 계약 완료된건가요~? 혹시 계약 안되게 되면 관심 있어서요..,<p>안녕하세요 고객님.</p><p>문의주신 내용은 카카오톡 상담을 통해 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>,오전 11:28:51,hanmh1028,오전 9:31:07
1442,차량교환 문의,제 차는 소나타 03무0571입니다.  아우디a3와 교환하고 싶습니다.,<p>안녕하세요 고객님.</p><p>문의주신 내용은 해당 차량 담당매니저를 통해 상세 상담드리도록 하겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>,오전 6:44:13,hanmh1028,오전 9:18:38
1441,신용상태가 불량이라,"차를 리스 못하는데요  선수금을 높이면 리스가 가능한지 와 그렇다면 선수율을 몇% 해야 하는지 를 알려 주세요
리스료는 하루도 늦지 않게 낼수 잇습니다
본 차량은 그랜져hg240 모던 1410만 과
아반떼ad 1.6스마트 1099만 입니다",<p>안녕하세요 고객님.</p><p>오토플러스 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 문자를 통해 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>,오후 4:55:57,hanmh1028,오후 1:35:47
1431,아반떼,아반떼 선택형할인차 보고있는데 준비중은 뭔가요,"<p>안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 유선상 안내드렸습니다.&nbsp;</p><p><br></p><p>찾으시는 조건에 부합하는 차량 확인후 다시 안내드리겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오전 10:51:03,hanmh1028,오후 2:10:45
1417,상담신청,차량 마음에 드는데 실제 있는 물건인지 궁금하네요,"<p>안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 문자로 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 10:20:28,hanmh1028,오후 1:17:30
1416,구입문의,차량에 관심이 가는데 직접 차량을 확인해 볼수  있는지 문의 드립니다,"<p>안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 해당 차량 담당매니저를 통해 상담 드리도록 하겠습니다.&nbsp;</p><p><br></p><p>감사합니다.&nbsp;</p>",오전 11:22:03,hanmh1028,오전 9:19:02
1411,테스트,123,겟차 테스트 문의,오전 9:48:37,hanmh1028,오전 9:49:30
1410,구매문의,차량구매 및시승문의,"<p>안녕하세요 고객님,&nbsp;</p><p>문의주신 내용은 해당 차량 담당매니저에게 전달하였으며, 요청하신 시간에 연락드려 상세히 안내드리겠습니다.&nbsp;</p><p><br></p><p>감사합니다.&nbsp;</p>",오후 8:38:32,hanmh1028,오전 10:03:17
1402,출첵 이벤트요,"하루도 안빠지고 출첵이벤트 햇는데
왜 커피 안오죠","<p>안녕하세요 민은지 고객님.<span style=""letter-spacing: 0px;"">리본카 고객센터 입니다.&nbsp;</span></p><p>먼저, 저희 이벤트에 참여해주셔서 진심으로 감사드립니다.&nbsp;</p><p>홈페이지 문의주신 내용으로 전화드렸으나 연결되지 않아 문자 안내 드립니다.&nbsp;</p><p>확인해보니 2차 출석체크 참여해주셨으나, 이벤트 종료일 기준으로 광고정보수신동의 상 문자 수신거부가 되어있어 발송되지 않았습니다.&nbsp;</p><p>이벤트 페이지 및 공지사항 등을 통해 안내드린 바와 같이, 광고정보수신동의 문자와 이메일 모두 동의시에 경품 발송되는 점 양해부탁드립니다.&nbsp;</p><p>추후 공지사항을 통해 9/13일까지 추가 변경해주신 분들께 2차 경품 발송을 드렸으나, 해당 기한내에 변경되지 않으신 부분으로 확인됩니다.&nbsp;</p><p>앞으로도 다양한 이벤트로 찾아뵙겠습니다. 감사합니다</p>",오후 12:45:37,hanmh1028,오전 10:09:11
1394,계약차량  문의드립니다.,"안녕하세요.
계약차량 상태 확인 ,  선택형 옵션, 잔금 지불 방법 등 등 문의드립니다.
담당 매니저 님 연락 부탁드리겠습니다.
감사합니다.","<p>안녕하세요 고객님,&nbsp;</p><p>온라인 통해 진행하신 계약 내역 확인되었습니다.&nbsp;</p><p>문의주신 내용 안내를 위해 차량 담당 매니저가 빠르게 연락드리겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오전 9:47:43,hanmh1028,오후 1:22:03
1385,렌트 견적,"쏘렌토  산파페 스마트 크루즈 옵션 있는걸루

4만 미만 

5년 주행거리 무제한 

선수금 0 or 10%  견적 좀 문자로 부탁드립니다","<p>안녕하세요 고객님,&nbsp;</p><p>문의주신 내용은 렌터카 담당부서로 전달하였으며, 신속히 안내드리도록 하겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오전 10:11:32,hanmh1028,오후 5:18:38
1382,신형 스포티지 175무 5534 차량 금융 상담 요청합니다.,"<p>리스, 할부 예상 금액 상담받고 싶습니다.<br></p>","<p>안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 차량 담당매니저를 통해 상담 진행드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 1:18:17,hanmh1028,오후 1:59:11
1373,휠,휠상태 어떤가요,"<p>안녕하세요 고객님,&nbsp;</p><p>문의주신 내용은 해당 차량 담당매니저를 통해 안내드리겠습니다.&nbsp;</p><p><br></p><p>감사합니다.&nbsp;</p>",오후 4:01:02,hanmh1028,오전 9:45:58
1372,신형소나타L2.0스마트 LPG 문의,"옵션중  빠져있는 내비와  후방카메라 장착 가능한가요

선택사항에  덴트 뒷도어도장 시트복원이 있는건  차가 온전한상태가 아닌건가요?","<p>안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</p><p>문의주신 내용은 차량 담당 매니저를 통해 상세히 안내드리겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 12:21:22,hanmh1028,오전 9:33:18
1371,리스문의,"그랜저HG HG 240 모던 컬렉션
2016년 05월 79,917km 자동6단 폴리시드메탈
이 차량 리스 가능 한가요 선수금10%  48개월  년 1만키로 주행 입니다
주민번호)560505-1540325
입니다 
신용 조회등 검토 해 보시고 가능하면 연락 주세요","<p>안녕하세요 고객님,&nbsp;</p><p>문의주신 내용은 차량 담당매니저를 통해 리스 진행 안내드리도록 하겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오전 10:10:11,hanmh1028,오전 9:25:21
1370,이 그랜져는 계약가능하나요?,계약중이라고 나와있는데 가능한건지 알고싶네요,"<p>안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</p><p>해당 차량은 현재 계약 진행중인 차량으로 확인됩니다.&nbsp;</p><p>찾으시는 차량의 조건을 남겨주시면 빠른 시간 안에 확인후 연락드리겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 8:50:43,hanmh1028,오전 9:21:58
1365,회원탈퇴,회원탈퇴하고 싶은데 어떻게 탈퇴하나요??,"<p><span style=""letter-spacing: 0px;"">안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</span><br></p><p>홈페이지를 통해 문의주신 탈퇴 경로 안내드리겠습니다.&nbsp;</p><p>*모바일 경로:&nbsp;</p><p>로그인 → 마이페이지 → 회원정보 → 비밀번호 추가 입력 → 회원정보수정 페이지 맨 하단 ""회원탈퇴"" 클릭하여 진행 가능합니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 11:57:45,hanmh1028,오전 9:17:20
1364,10일 타보기 혜택,"수원 김용훈 메지저에게 k5구매로인해 전화를 드렸는데, 10일 타보기 구매를 하려고 말하니 본인 매장과 가까운 지점이라 10일 타보기 혜택을 할수 없다고 하더군요......  제주도나 부산정도 되야지 서비스를 받을수 있는지 궁금합니다.. 어디든 서비스를 받는것 아닌가요.. 굉장히 투명한듯 해서 구매할려다 너무 황당해서 문의드립니다
전화도 계속 안되고 연락좀 부탁드립니다","<p>안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</p><p>먼저 불편을 드려 대단히 죄송합니다.&nbsp;</p><p>문의주신 내용은 확인 후 유선상으로 안내드렸습니다.&nbsp;</p><p><br></p><p>감사합니다.&nbsp;</p>",오후 3:54:29,hanmh1028,오전 11:18:29
1361,8월출첵관련 번호변경,"번호변경된거 맞아요
9월8일 이전에 회원정보에
변경된번호 업데이트 해뒀는데
예전번호로 간것같네요
01094188931로 보내주세요","<p>안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p><br></p><p>고객님께서 정보 변경 이전 기준의 정보로 발송된 것으로 확인됩니다.&nbsp;</p><p>발송 업체를 통해 변경된 번호(010-9418-8931)로 재발송 요청하였으며, 약 20~30분 소요될 수 있는 점 양해부탁드립니다.&nbsp;</p><p><br></p><p>다시 한 번 이벤트 참여해주심에 감사드리며, 앞으로도 많은 관심 부탁드립니다.&nbsp;</p><p>좋은하루되세요.</p>",오후 2:00:11,hanmh1028,오후 2:31:30
1357,330어6374  제네시스 차량문의,이벤트겸 구입문의,"<p>안녕하세요 고객님, 오토플러스 고객센터 입니다.&nbsp;</p><p><br></p><p>문의주신 내용은 차량 담당 매니저에게 전달하였습니다.&nbsp;</p><p>신속하게 안내드릴 수 있도록 하겠습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 9:24:44,hanmh1028,오전 9:55:56
1355,8월출첵관련,"8.21-31일까지 출첵 완료했고
이메일 문자수신도 둘다완료됐는데
스벅 기프티콘을 아직 못받아서요
확인바랍니다","<p>안녕하세요 고객님,&nbsp;</p><p>문의주신 내용은 문자를 통해 안내드렸습니다.&nbsp;</p><p>감사합니다.&nbsp;</p>",오후 5:39:26,hanmh1028,오후 2:32:10
